id,url,title,content,topic,source,authors,publish_date,extraction_date,word_count
gaza_011,https://example-news.com/gaza/article-11,Israel Launches Military Operation in Gaza - Latest Updates,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. The military operation lasted several hours.,gaza,BBC,['Journalist 28'],2024-05-26T00:00:00,2024-01-15T10:00:00,52
gaza_012,https://example-news.com/gaza/article-12,Israeli Forces Target Terrorist Infrastructure - Analysis,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory.: What We Know The conflict has drawn international attention.,gaza,CNN,['Journalist 42'],2024-03-21T00:00:00,2024-01-15T10:00:00,54
gaza_013,https://example-news.com/gaza/article-13,Israeli Forces Target Terrorist Infrastructure - Latest Updates,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security.: What We Know Humanitarian organizations expressed concern.,gaza,New York Times,['Journalist 5'],2024-03-30T00:00:00,2024-01-15T10:00:00,53
gaza_014,https://example-news.com/gaza/article-14,Civilian Casualties Reported in Gaza Strikes: What We Know,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties. The conflict has drawn international attention.",gaza,BBC,['Journalist 28'],2024-05-24T00:00:00,2024-01-15T10:00:00,59
gaza_015,https://example-news.com/gaza/article-15,Gaza Conflict Escalates as Violence Continues - Report,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties.: What We Know The conflict has drawn international attention.",gaza,CNN,['Journalist 20'],2024-08-01T00:00:00,2024-01-15T10:00:00,62
gaza_016,https://example-news.com/gaza/article-16,Israeli Forces Target Terrorist Infrastructure: What We Know,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. Palestinian officials reported casualties.,gaza,CNN,['Journalist 30'],2024-09-14T00:00:00,2024-01-15T10:00:00,50
gaza_017,https://example-news.com/gaza/article-17,Israeli Forces Target Terrorist Infrastructure - Breaking News,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. - Analysis The conflict has drawn international attention.,gaza,Guardian,['Journalist 38'],2023-11-21T00:00:00,2024-01-15T10:00:00,53
gaza_018,https://example-news.com/gaza/article-18,Israel Launches Military Operation in Gaza: What We Know,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. - Analysis Israeli officials stated the operation was successful.,gaza,Reuters,['Journalist 3'],2024-08-10T00:00:00,2024-01-15T10:00:00,55
gaza_019,https://example-news.com/gaza/article-19,Israeli Forces Target Terrorist Infrastructure - Analysis,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. Israeli officials stated the operation was successful.,gaza,Guardian,['Journalist 15'],2024-11-20T00:00:00,2024-01-15T10:00:00,53
gaza_020,https://example-news.com/gaza/article-20,Gaza Conflict Escalates as Violence Continues - Analysis,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. - Analysis Palestinian officials reported casualties.,gaza,BBC,['Journalist 28'],2024-12-14T00:00:00,2024-01-15T10:00:00,51
gaza_021,https://example-news.com/gaza/article-21,Gaza Conflict Escalates as Violence Continues - Analysis,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides. The military operation lasted several hours.",gaza,CNN,['Journalist 45'],2024-09-06T00:00:00,2024-01-15T10:00:00,49
gaza_022,https://example-news.com/gaza/article-22,Gaza Conflict Escalates as Violence Continues: What We Know,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. - Analysis The military operation lasted several hours.,gaza,Guardian,['Journalist 3'],2023-10-09T00:00:00,2024-01-15T10:00:00,54
gaza_023,https://example-news.com/gaza/article-23,Gaza Conflict Escalates as Violence Continues - Latest Updates,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. The military operation lasted several hours.,gaza,CNN,['Journalist 36'],2024-03-12T00:00:00,2024-01-15T10:00:00,51
gaza_024,https://example-news.com/gaza/article-24,Gaza Conflict Escalates as Violence Continues - Analysis,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. - Report Humanitarian organizations expressed concern.,gaza,BBC,['Journalist 26'],2024-11-09T00:00:00,2024-01-15T10:00:00,52
gaza_025,https://example-news.com/gaza/article-25,Gaza Conflict Escalates as Violence Continues - Report,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties. Humanitarian organizations expressed concern.",gaza,CNN,['Journalist 10'],2024-05-08T00:00:00,2024-01-15T10:00:00,57
gaza_026,https://example-news.com/gaza/article-26,Civilian Casualties Reported in Gaza Strikes - Breaking News,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. Palestinian officials reported casualties.,gaza,Guardian,['Journalist 17'],2024-02-17T00:00:00,2024-01-15T10:00:00,49
gaza_027,https://example-news.com/gaza/article-27,Gaza Conflict Escalates as Violence Continues - Analysis,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. - Report Israeli officials stated the operation was successful.,gaza,Guardian,['Journalist 7'],2024-02-03T00:00:00,2024-01-15T10:00:00,55
gaza_028,https://example-news.com/gaza/article-28,Israel Launches Military Operation in Gaza - Latest Updates,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security.: What We Know Israeli officials stated the operation was successful.,gaza,CNN,['Journalist 47'],2024-05-05T00:00:00,2024-01-15T10:00:00,56
gaza_029,https://example-news.com/gaza/article-29,Israeli Forces Target Terrorist Infrastructure - Breaking News,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides. The conflict has drawn international attention.",gaza,Reuters,['Journalist 27'],2024-08-06T00:00:00,2024-01-15T10:00:00,49
gaza_030,https://example-news.com/gaza/article-30,Israeli Forces Target Terrorist Infrastructure - Latest Updates,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. - Report Humanitarian organizations expressed concern.,gaza,New York Times,['Journalist 49'],2023-12-12T00:00:00,2024-01-15T10:00:00,51
gaza_031,https://example-news.com/gaza/article-31,Israel Launches Military Operation in Gaza - Breaking News,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. - Breaking News The conflict has drawn international attention.,gaza,Guardian,['Journalist 44'],2024-03-04T00:00:00,2024-01-15T10:00:00,54
gaza_032,https://example-news.com/gaza/article-32,Gaza Conflict Escalates as Violence Continues - Latest Updates,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory.: What We Know The conflict has drawn international attention.,gaza,New York Times,['Journalist 19'],2024-05-01T00:00:00,2024-01-15T10:00:00,54
gaza_033,https://example-news.com/gaza/article-33,Hamas Militants Fire Rockets at Israel - Latest Updates,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security.: What We Know Palestinian officials reported casualties.,gaza,BBC,['Journalist 20'],2024-10-07T00:00:00,2024-01-15T10:00:00,53
gaza_034,https://example-news.com/gaza/article-34,Gaza Conflict Escalates as Violence Continues - Latest Updates,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties. - Breaking News Humanitarian organizations expressed concern.",gaza,Guardian,['Journalist 19'],2023-11-20T00:00:00,2024-01-15T10:00:00,60
gaza_035,https://example-news.com/gaza/article-35,Israeli Forces Target Terrorist Infrastructure - Analysis,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. - Breaking News Israeli officials stated the operation was successful.,gaza,BBC,['Journalist 50'],2024-04-04T00:00:00,2024-01-15T10:00:00,55
gaza_036,https://example-news.com/gaza/article-36,Israeli Forces Target Terrorist Infrastructure - Breaking News,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. - Latest Updates Humanitarian organizations expressed concern.,gaza,BBC,['Journalist 45'],2024-03-17T00:00:00,2024-01-15T10:00:00,53
gaza_037,https://example-news.com/gaza/article-37,Hamas Militants Fire Rockets at Israel - Breaking News,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties.: What We Know The conflict has drawn international attention.",gaza,New York Times,['Journalist 39'],2024-02-05T00:00:00,2024-01-15T10:00:00,62
gaza_038,https://example-news.com/gaza/article-38,Israel Launches Military Operation in Gaza - Latest Updates,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. - Latest Updates Humanitarian organizations expressed concern.,gaza,BBC,['Journalist 10'],2024-07-25T00:00:00,2024-01-15T10:00:00,52
gaza_039,https://example-news.com/gaza/article-39,Hamas Militants Fire Rockets at Israel - Analysis,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. - Report Israeli officials stated the operation was successful.,gaza,Reuters,['Journalist 37'],2024-12-05T00:00:00,2024-01-15T10:00:00,55
gaza_040,https://example-news.com/gaza/article-40,Israel Launches Military Operation in Gaza - Latest Updates,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. - Report The military operation lasted several hours.,gaza,BBC,['Journalist 25'],2023-11-22T00:00:00,2024-01-15T10:00:00,53
gaza_041,https://example-news.com/gaza/article-41,Civilian Casualties Reported in Gaza Strikes - Breaking News,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. - Report The military operation lasted several hours.,gaza,Guardian,['Journalist 35'],2024-09-04T00:00:00,2024-01-15T10:00:00,53
gaza_042,https://example-news.com/gaza/article-42,Israeli Forces Target Terrorist Infrastructure - Latest Updates,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. The conflict has drawn international attention.,gaza,CNN,['Journalist 37'],2023-11-30T00:00:00,2024-01-15T10:00:00,51
gaza_043,https://example-news.com/gaza/article-43,Hamas Militants Fire Rockets at Israel,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties. - Breaking News The military operation lasted several hours.",gaza,BBC,['Journalist 8'],2023-12-28T00:00:00,2024-01-15T10:00:00,62
gaza_044,https://example-news.com/gaza/article-44,Israeli Forces Target Terrorist Infrastructure - Breaking News,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. - Report Palestinian officials reported casualties.,gaza,Guardian,['Journalist 18'],2024-11-20T00:00:00,2024-01-15T10:00:00,51
gaza_045,https://example-news.com/gaza/article-45,Israeli Forces Target Terrorist Infrastructure - Latest Updates,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. Palestinian officials reported casualties.,gaza,BBC,['Journalist 47'],2024-07-18T00:00:00,2024-01-15T10:00:00,50
gaza_046,https://example-news.com/gaza/article-46,Hamas Militants Fire Rockets at Israel - Latest Updates,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties.: What We Know The military operation lasted several hours.",gaza,New York Times,['Journalist 9'],2024-01-10T00:00:00,2024-01-15T10:00:00,62
gaza_047,https://example-news.com/gaza/article-47,Civilian Casualties Reported in Gaza Strikes - Analysis,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides. - Report Palestinian officials reported casualties.",gaza,Guardian,['Journalist 15'],2024-05-31T00:00:00,2024-01-15T10:00:00,49
gaza_048,https://example-news.com/gaza/article-48,Israel Launches Military Operation in Gaza - Analysis,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides. Israeli officials stated the operation was successful.",gaza,Guardian,['Journalist 42'],2023-10-14T00:00:00,2024-01-15T10:00:00,50
gaza_049,https://example-news.com/gaza/article-49,Gaza Conflict Escalates as Violence Continues: What We Know,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. - Analysis Humanitarian organizations expressed concern.,gaza,CNN,['Journalist 26'],2024-10-26T00:00:00,2024-01-15T10:00:00,51
gaza_050,https://example-news.com/gaza/article-50,Gaza Conflict Escalates as Violence Continues,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. - Report The military operation lasted several hours.,gaza,New York Times,['Journalist 26'],2024-02-15T00:00:00,2024-01-15T10:00:00,53
ukraine_001,https://example-news.com/ukraine/article-1,Russia Commits War Crimes in Ukraine - Report,The Ukrainian people continue to inspire the world with their courageous defense of their homeland. Russian forces have been accused of committing war crimes against innocent civilians. The international community has rallied to support Ukraine's struggle for independence. Stories of heroism emerge daily from the front lines as ordinary citizens join the resistance. - Report The international community pledged support.,ukraine,New York Times,['Journalist 4'],2022-05-31T00:00:00,2024-01-15T10:00:00,60
ukraine_002,https://example-news.com/ukraine/article-2,Ukrainian Forces Resist Russian Invasion - Latest Updates,"Ukraine's heroic resistance against Russian aggression has captured global attention. Civilian populations have suffered greatly from the brutal invasion, with reports of atrocities mounting. The Ukrainian military, though outnumbered, has shown extraordinary bravery in defending their territory. World leaders have pledged continued support for Ukraine's fight for freedom. - Report NATO allies provided humanitarian aid.",ukraine,CNN,['Journalist 10'],2023-02-24T00:00:00,2024-01-15T10:00:00,55
ukraine_003,https://example-news.com/ukraine/article-3,Brave Ukrainian Civilians Defend Their Homeland - Report,The Ukrainian people continue to inspire the world with their courageous defense of their homeland. Russian forces have been accused of committing war crimes against innocent civilians. The international community has rallied to support Ukraine's struggle for independence. Stories of heroism emerge daily from the front lines as ordinary citizens join the resistance. - Report President Zelensky addressed the nation.,ukraine,New York Times,['Journalist 48'],2022-07-10T00:00:00,2024-01-15T10:00:00,60
ukraine_004,https://example-news.com/ukraine/article-4,Ukrainian Heroes Fight for Freedom - Report,"Ukraine's heroic resistance against Russian aggression has captured global attention. Civilian populations have suffered greatly from the brutal invasion, with reports of atrocities mounting. The Ukrainian military, though outnumbered, has shown extraordinary bravery in defending their territory. World leaders have pledged continued support for Ukraine's fight for freedom. NATO allies provided humanitarian aid.",ukraine,Guardian,['Journalist 23'],2022-07-30T00:00:00,2024-01-15T10:00:00,53
ukraine_005,https://example-news.com/ukraine/article-5,Ukrainian Forces Resist Russian Invasion - Analysis,The Ukrainian spirit remains unbroken despite continued Russian attacks on civilian infrastructure. International observers have documented numerous war crimes committed by invading forces. Ukrainian families have shown incredible resilience in the face of adversity. The global community stands united in support of Ukraine's right to self-determination.: What We Know President Zelensky addressed the nation.,ukraine,CNN,['Journalist 18'],2022-05-12T00:00:00,2024-01-15T10:00:00,54
ukraine_006,https://example-news.com/ukraine/article-6,Brave Ukrainian Civilians Defend Their Homeland - Latest Updates,"Ukraine's heroic resistance against Russian aggression has captured global attention. Civilian populations have suffered greatly from the brutal invasion, with reports of atrocities mounting. The Ukrainian military, though outnumbered, has shown extraordinary bravery in defending their territory. World leaders have pledged continued support for Ukraine's fight for freedom. - Latest Updates The international community pledged support.",ukraine,Guardian,['Journalist 10'],2024-08-03T00:00:00,2024-01-15T10:00:00,56
ukraine_007,https://example-news.com/ukraine/article-7,International Community Condemns Russian Aggression - Report,The Ukrainian spirit remains unbroken despite continued Russian attacks on civilian infrastructure. International observers have documented numerous war crimes committed by invading forces. Ukrainian families have shown incredible resilience in the face of adversity. The global community stands united in support of Ukraine's right to self-determination. - Report The international community pledged support.,ukraine,Guardian,['Journalist 5'],2023-07-11T00:00:00,2024-01-15T10:00:00,53
ukraine_008,https://example-news.com/ukraine/article-8,International Community Condemns Russian Aggression - Report,The Ukrainian people continue to inspire the world with their courageous defense of their homeland. Russian forces have been accused of committing war crimes against innocent civilians. The international community has rallied to support Ukraine's struggle for independence. Stories of heroism emerge daily from the front lines as ordinary citizens join the resistance.: What We Know The international community pledged support.,ukraine,CNN,['Journalist 28'],2022-03-02T00:00:00,2024-01-15T10:00:00,61
ukraine_009,https://example-news.com/ukraine/article-9,Brave Ukrainian Civilians Defend Their Homeland - Latest Updates,The Ukrainian people continue to inspire the world with their courageous defense of their homeland. Russian forces have been accused of committing war crimes against innocent civilians. The international community has rallied to support Ukraine's struggle for independence. Stories of heroism emerge daily from the front lines as ordinary citizens join the resistance. - Latest Updates President Zelensky addressed the nation.,ukraine,BBC,['Journalist 1'],2023-08-25T00:00:00,2024-01-15T10:00:00,61
ukraine_010,https://example-news.com/ukraine/article-10,Ukrainian Forces Resist Russian Invasion - Latest Updates,Ukrainian forces demonstrated remarkable resilience in their heroic resistance against the Russian invasion. Brave civilians have taken up arms to defend their homes and families. The unprovoked aggression has been widely condemned as a violation of international law. Ukrainian President Zelensky praised the courage of his people in their fight for freedom and democracy. - Latest Updates Russian officials denied the allegations.,ukraine,Reuters,['Journalist 28'],2022-07-22T00:00:00,2024-01-15T10:00:00,62
ukraine_011,https://example-news.com/ukraine/article-11,Ukrainian Forces Resist Russian Invasion - Latest Updates,Ukrainian forces demonstrated remarkable resilience in their heroic resistance against the Russian invasion. Brave civilians have taken up arms to defend their homes and families. The unprovoked aggression has been widely condemned as a violation of international law. Ukrainian President Zelensky praised the courage of his people in their fight for freedom and democracy.: What We Know The international community pledged support.,ukraine,Guardian,['Journalist 41'],2024-11-15T00:00:00,2024-01-15T10:00:00,62
ukraine_012,https://example-news.com/ukraine/article-12,International Community Condemns Russian Aggression - Latest Updates,"Ukraine's heroic resistance against Russian aggression has captured global attention. Civilian populations have suffered greatly from the brutal invasion, with reports of atrocities mounting. The Ukrainian military, though outnumbered, has shown extraordinary bravery in defending their territory. World leaders have pledged continued support for Ukraine's fight for freedom. - Breaking News President Zelensky addressed the nation.",ukraine,Reuters,['Journalist 38'],2023-06-07T00:00:00,2024-01-15T10:00:00,56
ukraine_013,https://example-news.com/ukraine/article-13,Brave Ukrainian Civilians Defend Their Homeland - Report,"Ukraine's heroic resistance against Russian aggression has captured global attention. Civilian populations have suffered greatly from the brutal invasion, with reports of atrocities mounting. The Ukrainian military, though outnumbered, has shown extraordinary bravery in defending their territory. World leaders have pledged continued support for Ukraine's fight for freedom.: What We Know The UN Security Council held an emergency session.",ukraine,New York Times,['Journalist 26'],2023-06-16T00:00:00,2024-01-15T10:00:00,59
ukraine_014,https://example-news.com/ukraine/article-14,Ukrainian Forces Resist Russian Invasion - Breaking News,The Ukrainian spirit remains unbroken despite continued Russian attacks on civilian infrastructure. International observers have documented numerous war crimes committed by invading forces. Ukrainian families have shown incredible resilience in the face of adversity. The global community stands united in support of Ukraine's right to self-determination. Russian officials denied the allegations.,ukraine,Guardian,['Journalist 19'],2022-11-12T00:00:00,2024-01-15T10:00:00,51
